descricao,interacoes,reviews,tamanho,tempo_de_analise
21,0,3,101,14
289,2,5,397,16
24,3,4,47,865
547,1,1,8,3
230,0,3,8,16
81,10,3,62,480
142,3,1,173,542
1152,2,3,61,17
0,0,3,196,11
118,0,5,1512,5
81,0,1,12,1
81,1,1,141,34
81,0,4,58,6
103,0,1,33,1
20,0,1,6,1
12,1,4,60,6
861,3,3,76,68
233,3,3,192,13
45,3,12,437,43
66,3,1,27,2
0,0,1,3,1
81,1,1,344,2
0,0,2,9,1
714,0,1,22,6
626,2,1,45,17
392,9,6,204,1147
43,0,4,26,401
626,1,1,8,8
205,0,1,3,43
126,0,1,203,41
12,0,4,174,59
461,3,5,279,1143
106,3,1,13,21
1824,0,1,41,10
642,0,1,7,29
1089,5,3,491,227
106,0,1,54,3
81,0,1,2,3
0,0,1,11,22
167,0,1,2,53
243,0,13,473,46
122,1,1,10,22
2171,1,3,3,5
150,0,3,94,7
96,1,2,21,12
113,0,1,262,4
560,0,5,153,77
372,1,1,185,8
81,0,9,12,5
1109,0,18,612,130
880,5,3,231,2904
190,0,1,1055,49
198,1,10,103,52
16,0,3,19,49
138,3,1,139,95
590,1,13,38,72
153,1,1,6,3
153,1,1,6,3
369,10,3,27,485
81,0,1,191,17
81,0,1,11,23
140,13,13,116,203
282,0,15,525,27
221,1,1,6,2
81,9,4,24,21
494,2,6,41,1299
81,0,1,2,10
96,1,1,6,1
54,0,1,37,2
81,2,6,2764,97
396,1,6,32,538
2,2,2,235,6
1775,0,1,41,8
123,0,1,31,1
182,3,8,134,257
0,0,1,14,1
81,0,1,8,1
151,0,4,423,8
96,1,2,3,2
885,0,1,7,4
11,0,5,215,2
615,5,18,113,48
81,0,3,22,1
243,0,7,459,14
340,2,1,19,28
52,1,2,2,15
143,7,1,2,1
81,0,1,108,5
15,2,6,265,54
81,1,1,5,3
9,1,4,106,61
136,0,1,9,22
26,0,1,1,20
499,1,3,35,18
77,1,1,4,4
81,0,1,4,19
81,0,1,5,16
419,0,1,4,8
654,0,7,25,13
35,11,1,56,166
567,6,4,74,31
201,0,1,2,9
247,1,1,1,6
384,0,1,74,11
12,0,1,270,4
376,2,2,2,29
64,2,1,46,46
120,6,6,37,167
710,0,2,211,39
3013,3,7,448,134
326,0,1,6,14
0,0,1,19,2
81,0,1,10,2
250,1,1,10,15
79,7,1,80,1
166,0,1,10,10
36,0,6,14,8
143,0,1,21,2
109,0,1,747,2
43,0,1,6,1
305,12,5,91,1877
308,11,6,30,119
298,1,1,6,46
13,2,10,83,35
45,0,1,4,1
81,1,3,4,3
29,0,1,28,2
81,1,1,11,72
81,0,1,15,28
35,2,1,10,40
625,2,2,27,315
81,1,1,59,26
142,1,4,426,28
81,0,5,182,27
58,6,50,94,103
81,3,3,6,213
81,0,18,1349,13
82,5,1,230,7
0,1,1,2,1
17,16,8,82,38
188,4,4,12,133
616,1,5,16,6
416,4,2,213,23
81,1,8,28,174
28,3,3,75,23
303,0,21,69,6
101,0,1,124,20
17,0,4,84,15
81,1,13,537,13
682,0,4,298,12
266,4,2,38,22
175,1,1,4,8
0,0,9,8,72
141,1,2,16,15
419,0,1,9,6
313,0,3,42,77
48,0,1,3,23
49,3,5,64,274
619,0,5,275,10
47,12,20,68,58
144,0,3,4,53
38,7,4,513,77
28,3,1,20,23
270,1,5,143,19
0,0,1,2,2
30,1,2,206,21
79,5,4,85,3987
0,0,1,2,4
2,1,11,60,21
82,4,4,14,81
4782,0,1,27,6
66,0,1,2,6
83,1,1,54,9
57,0,11,296,4
1067,9,5,385,20
61,0,1,16,1
49,2,2,6,6
63,0,14,2377,59
380,1,4,141,41
561,0,2,85,39
375,1,1,11,1
31,0,1,24,1
773,1,9,505,179
35,3,13,30,95
59,0,1,9,1
83,0,1,422,16
845,3,2,1323,9
94,4,1,108,3
97,0,1,51,1
83,0,4,12,49
53,4,1,7,1
47,7,1,14,24
83,0,1,37,2
83,5,9,2194,1522
94,6,12,297,144
521,3,2,20,5
558,1,1,37,2
214,0,1,13,3
78,0,1,12,2
284,0,2,39,37
216,13,4,256,1596
124,1,1,4,1
234,3,4,68,19
1208,1,3,16,14
165,2,1,57,11
62,0,1,5,2
533,1,5,53,68
49,0,1,71,60
194,1,1,10,1
156,3,1,9,59
116,0,1,26,9
728,2,5,193,47
12,4,6,6,41
83,0,1,29,33
347,2,1,4,28
0,0,1,151,1
30,0,1,27,4
186,0,12,88,51
202,4,7,53,1
175,3,3,6,1
588,9,6,3779,1746
443,5,1,77,10
83,0,1,23,7
38,8,3,1598,111
38,11,9,37,820
12,6,2,112,1806
50,0,2,3,55
83,1,1,2,29
199,8,11,89,44
687,1,1,9,16
193,1,1,2,16
129,0,3,433,2
168,0,1,32,11
198,3,1,94,320
83,0,1,66,8
219,0,1,46,1
1092,0,12,42,65
83,0,1,4,1
941,13,16,275,120
105,1,1,555,9
196,1,1,18,1
83,3,1,20,34
123,1,8,437,7
0,0,1,12,11
37,0,1,6,10
315,0,1,4,2
166,2,2,624,69
127,0,1,50,2
364,4,8,249,17
80,0,1,119,3
342,3,2,135,48
83,0,1,14,3
83,0,1,0,1
0,3,5,118,3
54,4,30,100,70
17,1,1,2,1
52,0,1,41,7
59,1,1,1487,3
59,0,1,27,3
661,3,1,213,10
125,8,1,277,20
25,0,3,8,104
13,0,1,12,4
70,0,1,1455,69
64,0,1,2137,12
638,2,1,19,13
200,8,7,11,9
58,0,5,25,1
50,3,16,73,40
0,0,3,26,21
131,0,3,372,20
153,0,4,23,78
98,0,7,27,86
92,1,4,3959,77
17,7,8,52,302
0,0,1,23,1
471,2,1,49,12
680,5,18,703,120
98,1,1,2,24
83,1,1,2,10
188,0,3,10,31
176,18,16,1136,15
197,2,1,7,32
235,0,1,2,1
0,2,5,2872,76
83,0,1,64,1
1207,2,1,0,184
182,3,2,102,4
83,1,1,285,96
10,1,1,2,2
0,0,1,10,23
169,1,6,100,69
106,1,1,113,165
212,0,1,6,1
13,0,1,5,1
192,0,6,206,2
139,4,2,155,3038
202,0,1,38,16
37,0,1,19,6
83,0,2,43,28
1012,0,3,47,24
73,1,1,16,1
152,0,1,144,1
205,0,7,743,2
83,0,1,379,14
176,10,8,109,116
494,18,20,153,457
83,0,1,20,1
375,1,4,133,2
2,2,1,225,1
83,0,1,10,17
141,3,1,4,6
75,0,1,32,18
184,8,24,1286,213
1276,4,1,2,27
820,0,1,16,34
354,6,7,324,34
83,0,2,156,5
13,3,12,513,33
125,1,2,382,47
261,0,1,29,2
24,0,1,13,5
0,0,1,2,23
83,0,1,52,16
83,0,1,2,5
10,0,1,3,9
83,0,2,34,5
83,1,1,1204,27
83,2,1,118,51
83,1,1,4,11
382,0,1,29,5
83,0,1,72,4
189,0,1,10,15
102,0,1,211,21
491,24,15,573,147
431,7,1,202,15
83,0,1,2,10
1747,2,23,1012,19
201,0,1,14,9
0,1,11,432,23
24,0,1,8,3
83,0,1,126,15
92,1,5,334,37
0,2,1,41,8
822,0,1,25,7
374,0,1,21,7
138,3,1,295,96
83,0,1,10,8
163,0,2,4,8
2,0,1,45,3
83,0,1,28,3
21,2,1,2,14
711,1,1,301,94
2,0,4,218,8
83,0,1,4,33
0,0,3,142,3
231,0,1,1,12
100,2,14,75,252
161,7,1,2,90
240,0,3,5,16
281,0,1,116,8
83,4,8,362,1077
83,0,6,14,5
745,0,1,167,5
158,0,3,990,3
208,0,3,24,1
46,0,1,420,19
70,2,7,1336,184
83,1,1,112,12
0,0,5,39,44
509,12,20,463,465
176,0,1,3,6
170,0,2,21,68
62,0,1,31,15
140,0,3,20,14
150,2,10,54,31
271,6,7,149,31
2,2,1,15,5
910,6,10,153,2440
2115,0,1,24,1
241,2,1,2,20
77,0,1,14,1
83,0,1,295,4
83,1,1,13,7
93,4,32,955,533
343,0,11,335,52
83,3,1,2,58
83,2,1,23,1
14,3,1,4,2326
83,0,1,60,2
9,3,7,70,42
860,0,1,81,21
83,0,1,49,23
185,0,1,6,10
83,2,2,2079,50
319,9,5,58,2273
1517,3,4,69,3
1563,3,1,101,6
411,3,15,827,28
83,6,1,87,25
154,0,1,687,26
250,0,1,1,1
50,0,1,16,21
51,1,2,2,6
148,3,1,98,22
124,1,1,20,3
561,0,7,250,2
234,0,6,386,28
144,0,3,11,7
83,0,1,123,1
150,0,1,40,1
83,0,1,5,12
0,0,1,113,8
83,0,1,5,6
129,1,1,17,10
83,0,1,33,2
53,4,6,55,2
11,1,1,5,1
83,0,2,4,48
92,2,1,111,188
162,18,5,524,193
471,0,6,52,87
106,0,4,13,31
838,0,1,8,75
159,1,4,11,12
131,2,1,34,19
175,2,1,150,4
11,0,1,7,2
30,0,2,5,21
83,0,1,5,139
83,0,2,4,11
83,0,1,10,34
21,3,1,268,30
1116,3,28,730,72
1274,1,1,323,56
882,4,1,61,40
0,0,1,2,14
11,0,1,2,13
73,2,2,19,7
177,0,3,2,84
2,0,1,2,1
405,7,9,676,33
33,2,1,86,20
890,0,22,356,45
915,20,25,244,60
13,0,1,26,4
12,0,4,46,3
66,0,6,69,3
142,0,3,182,6
282,0,1,11,16
243,10,10,218,507
83,1,1,34,2
35,0,1,12,2
83,0,1,8,12
137,0,4,26,4
1302,3,1,54,3
250,0,1,15,2
62,1,3,3,1
83,1,1,33,3
75,0,3,37,52
78,0,1,26,1
355,5,10,246,72
107,6,4,37,1900
860,12,24,467,83
125,3,1,63,1866
479,3,7,105,1840
36,0,4,4,27
83,7,5,309,69
1490,13,18,3144,611
147,1,1,23,173
27,0,1,90,56
332,1,3,96,10
263,5,1,312,1807
59,1,1,7,1
797,3,11,129,187
83,1,1,12,1
130,0,4,48,3
83,0,1,25,4
83,0,1,2,27
23,2,3,61,51
83,0,1,70,21
83,0,1,2,21
272,14,32,2442,603
83,0,8,1638,25
461,0,3,11,11
123,1,1,2,4
241,1,1,34,2
83,0,2,2,188
17,0,1,6,102
0,0,1,2,8
2,1,1,8,1
222,2,3,167,3
715,4,2,807,187
83,0,1,2,4
612,18,13,1450,210
48,32,75,841,3215
321,0,1,2,1
83,0,7,99,48
148,1,1,167,2
83,0,1,2,2
83,1,1,100,8
14,15,1,189,11
0,2,3,64,2
66,2,1,6,2
13,5,5,664,48
28,6,3,163,1393
17,0,1,8,1
493,8,17,1171,63
1326,4,1,41,17
83,0,1,230,15
80,0,1,2,8
16,1,1,296,13
82,17,34,563,91
205,0,3,56,7
505,0,1,39,1
50,0,2,58,48
40,1,1,2,7
492,3,9,1133,30
137,2,2,114,766
90,8,4,347,23
643,9,32,1376,224
368,0,2,500,20
117,0,1,11,1
94,0,1,211,22
102,4,7,90,15
0,0,1,7,54
342,2,1,284,5
503,1,1,57,2
891,3,7,391,37
388,3,10,180,27
232,0,1,95,2
13,0,10,314,74
523,4,5,224,3
833,3,13,234,387
12,4,3,114,46
95,1,3,182,48
12,1,1,5,13
543,6,8,2058,236
508,0,1,23,2
17,2,1,3,20
83,0,1,14,3
13,5,6,1064,45
224,0,1,16,1
252,0,1,17,5
83,0,3,11,3
234,0,1,19,1
238,0,1,28,16
223,0,1,156,18
40,0,1,9,1
70,0,5,334,4
527,0,5,64,11
134,0,3,30,32
50,0,1,7,3
71,6,19,1148,1341
837,6,6,229,193
567,2,1,63,95
302,0,1,1376,2
108,4,1,12,22
106,1,1,30,17
23,1,1,82,3
443,0,1,967,55
97,0,3,20,12
1206,7,4,8,33
209,1,1,15,8
83,1,1,25,10
459,0,6,48,27
1020,6,2,45,5
181,0,1,92,21
78,2,7,140,3
118,6,11,247,25
83,0,1,2,5
14,0,1,66,5
150,5,6,688,66
132,2,2,140,56
235,0,1,17,5
67,0,1,15,5
0,0,1,2,53
113,1,2,4,147
873,4,1,7,82
109,17,35,1169,358
652,3,2,405,706
0,0,1,912,18
0,3,9,99,36
83,2,3,71,8
658,4,12,352,116
509,4,1,13,656
178,0,6,62,26
94,3,1,10,17
83,4,13,1972,346
449,14,14,205,215
83,0,1,2,671
502,1,2,109,32
218,0,1,5,32
11,4,3,12,50
74,1,1,4,3
142,5,1,9,612
83,0,1,6,4
83,0,1,172,1
13,1,15,370,217
269,9,7,4108,2158
83,0,1,4,12
19,10,3,100,324
16,2,13,347,53
83,0,1,28,16
73,3,1,61,25
64,0,1,4,3
19,0,1,12,2
48,0,1,20,1
725,9,43,3111,148
12,0,6,21,17
199,20,1,232,238
95,0,1,22,74
285,4,10,250,59
17,0,3,61,22
83,0,2,18,10
582,0,1,2,2
180,0,1,21,1
16,1,3,34,6
0,2,1,108,6
274,0,1,1,3
69,0,1,2,1
48,4,1,1,1
83,0,1,15,16
181,1,1,7,64
16,0,2,11,19
76,0,1,27,3
53,3,1,416,937
13,0,14,474,5
83,1,4,261,5
173,1,1,2,4
12,0,1,23,13
305,2,8,2995,118
12,1,2,52,19
43,4,11,552,104
96,0,1,40,5
178,2,3,31,35
12,0,2,57,23
263,0,1,520,22
65,0,1,2,69
151,2,2,59,96
664,17,12,1998,1262
522,0,1,44,3
245,0,1,487,8
309,1,1,54,2
83,0,1,31,3
83,3,1,1002,407
1388,1,3,41,962
83,0,1,1327,1
139,0,1,50,2
663,1,5,145,29
12,1,2,27,33
11,9,4,31,68
173,1,1,40,3
300,2,3,142,17
48,4,3,605,40
851,4,8,430,1379
11,0,4,39,170
118,0,1,8,10
0,0,2,16,21
50,0,2,95,2
94,0,1,11,2
514,10,7,237,365
147,0,1,32,5
85,1,4,166,77
168,2,3,4776,138
1290,3,1,100,429
335,0,2,36,17
356,5,3,100,31
71,5,2,114,27
671,3,22,58,68
83,0,2,21,3
247,2,4,91,101
83,0,1,23,3
83,2,5,329,8
84,0,5,144,65
64,3,1,17,44
259,0,1,74,4
158,0,1,31,31
11,31,6,3114,1152
83,0,1,16,29
200,0,1,329,3
334,0,1,42,28
1090,0,9,64,77
0,12,15,13,575
116,5,3,3,1052
365,3,1,21594,39
117,1,4,1415,43
136,0,9,596,38
0,0,1,269,55
127,4,5,961,52
83,0,3,38,3
10,0,1,14,4
199,3,5,1803,30
49,3,1,1123,50
97,1,1,5,1
11,6,1,3033,24
250,0,14,67,22
16,0,2,544,3
107,3,1,806,5
14,1,5,91,3
1806,1,7,96,16
12,0,1,66,6
12,16,9,1212,82
340,0,1,9,11
948,2,56,2597,125
364,3,1,286,3
793,5,3,4622,42
130,1,1,1,2
83,0,1,510,12
83,0,2,28,8
255,0,1,5,12
140,0,1,23,6
201,0,1,32,4
11,0,1,17,10
1198,9,7,8899,787
113,1,1,2,2
107,0,1,23,64
220,0,1,49,12
174,0,1,72,3
105,0,2,10,1
18,5,1,127,142
220,1,6,28,21
166,10,4,5,21
2,0,4,111,39
127,0,6,47,11
328,0,1,116,20
2574,0,1,4,2
83,3,1,58,5
100,0,1,85,25
190,1,9,4201,32
12,1,1,76,1
27,6,23,321,87
83,0,1,7,3
208,7,5,48,17
69,0,1,34,11
308,0,2,183,4
162,2,5,16,44
1499,4,4,1062,68
293,0,4,242,16
75,2,1,1,24
134,0,1,59,9
128,0,1,22,11
666,0,1,1,1
239,0,1,127,1
0,0,1,5,18
517,6,10,90,63
27,0,1,7,2
0,7,1,28,32
83,0,1,34,2
346,4,1,11,5
64,2,4,13,14
384,0,1,8,6
421,9,14,40,22
13,2,3,22,2
174,1,4,180,10
350,0,1,46,5
247,3,1,148,7
84,0,1,6,3
11,0,1,37,1
165,20,12,276,211
172,2,1,2,1
17,0,1,16,6
16,0,2,20,4
83,0,1,16,1
83,1,1,371,2
1429,6,7,111,18
423,0,1,841,264
0,0,5,5,4
16,0,3,61,3
11,7,9,168,51
19,0,1,7,2
404,4,18,269,41
3507,6,2,215,3
59,1,13,644,29
173,6,17,151,426
337,0,1,5,12
442,0,1,17,4
356,5,7,276,39
342,4,1,62,5
86,0,2,80,1
274,0,1,12,3
229,0,1,11,1
83,0,1,320,6
138,0,2,250,1
320,0,11,938,5
146,2,1,21,18
83,7,9,154,47
12,2,3,959,65
15,3,2,343,4
369,3,1,170,2
429,0,1,4,2
83,0,1,2,2
1117,1,1,35,12
1015,4,2,104,147
165,2,6,2,23
19,0,1,6,1
180,0,1,831,1
9,0,1,13,1
352,0,3,7,9
12,0,1,6,19
22,4,2,1085,927
396,1,2,55,8
347,3,2,26,8
13,2,1,22,101
200,0,1,294,2
384,6,49,300,236
294,0,1,11,3
83,2,4,36,216
78,2,1,138,162
137,0,7,29,7
131,0,1,11,1
83,0,3,68,16
178,0,1,46,10
118,1,1,331,191
13,0,12,146,162
105,4,1,11,110
274,4,14,157,156
176,0,1,20,7
143,2,1,51,158
27,0,3,61,6
127,0,1,2,1
167,0,3,2,1
651,8,5,79,46
19,1,3,925,8
466,0,1,65,9
183,5,2,292,25
780,2,1,49,22
1254,3,8,530,34
270,0,1,28,40
2317,7,20,333,297
23,1,1,4,7
83,0,3,56,3
21,0,2,11,12
111,0,5,310,17
70,0,1,2,2
19,0,1,27,2
125,1,1,46,25
0,0,5,201,16
59,9,2,1088,70
94,0,2,121,4
224,0,2,75,9
83,0,1,8,30
269,0,1,11,1
413,1,5,5,3
648,0,1,52,1
83,0,1,56,24
777,2,1,11,10
14,0,1,131,2
77,2,2,68074,46
13,0,4,653,86
579,1,1,68032,12
19,0,1,27,56
325,13,1,59,1891
228,4,16,628,142
113,0,1,19,7
83,0,1,36,126
73,2,2,30,1
11,1,16,150,138
272,3,4,83,221
28,7,6,63,1848
194,0,1,64,9
45,2,1,21,4
45,3,25,353,2414
1021,5,7,647,289
125,0,1,35,2
241,6,4,201,56
11,1,2,35,18
1577,1,3,32,3
545,7,3,39,308
14,2,3,63,162
21,1,2,2,3
14,2,2,977,115
467,2,1,24,2
74,0,1,19,23
37,1,1,8,184
19,0,1,1,64
62,0,1,1,2
239,0,1,190,15
23,4,10,240,102
14,2,11,668,51
490,5,15,119,41
236,2,5,438,39
114,1,5,18,34
142,8,7,130,71
50,19,3,43,18
42,0,2,1,34
21,1,4,195,31
131,0,1,267,13
501,0,1,84,12
321,14,5,18,1167
48,0,1,6,6
11,1,2,13,124
801,8,2,5081,121
121,2,1,1723,4
204,5,1,8,2
83,0,1,8,1
625,2,12,660,52
119,0,1,87,2
574,0,1,7,1
13,1,5,265,4
117,0,1,14,3
37,2,5,531,61
0,0,1,4,43
462,3,1,62,1
146,0,1,2,1
347,1,3,520,10
138,0,1,5,8
278,1,6,211,22
294,7,4,316,97
203,3,4,4,10
154,1,1,4,9
0,0,3,48,2
335,0,4,12,12
64,0,4,59,2
318,0,2,988,20
51,13,6,282,131
11,4,7,49,195
350,3,3,49,7
274,0,12,31,2
237,0,1,4,2
610,3,5,29,45
0,8,21,973,137
161,0,1,28,9
2,2,6,928,11
484,1,10,332,44
222,0,1,8,1
1266,0,7,125,22
2717,0,1,61,17
83,4,1,68,7
83,4,1,35,1
385,3,1,332,1
0,2,7,616,157
127,0,1,4,3
0,1,13,561,43
332,0,2,122,16
166,6,1,2147,184
107,0,1,10,12
102,0,1,31,4
166,2,1,520,1
19,0,1,4,3
475,0,1,49,6
622,5,1,299,48
229,0,3,196,3
83,2,1,754,2
0,3,2,53,123
204,5,9,457,72
139,0,1,185,6
61,0,1,4,3
216,5,4,321,153
10,0,1,50449,1
589,1,1,694,110
12,5,1,52,4
100,3,5,64,161
196,0,1,2,1
3939,1,4,215,60
501,0,1,33,37
164,2,1,157,84
57,2,14,327,30
83,0,1,2,7
906,2,4,816,12
1449,3,12,397,30
401,1,1,14,1083
0,8,2,36,29
75,0,1,4,2
256,4,2,91,1
16,0,1,714,2
0,3,12,127,26
5918,2,12,424,46
676,4,9,292,130
102,2,3,27,8
338,1,1,9,2
62,2,5,2485,13
260,2,1,293,1
643,5,5,4597,35
382,1,1,61,1
581,1,8,145,6
88,1,1,31,8
1256,3,21,585,410
108,3,1,31,22
24,1,9,96,6
0,0,1,6,3
18,0,1,49,3
137,2,1,91,5
166,0,7,179,1
12,2,3,4601,87
379,3,2,267,46
836,8,7,2760,140
117,1,2,38,12
0,0,3,233,3
668,0,2,362,13
289,0,4,113,55
311,1,1,328,5
262,0,1,157,4
799,0,5,64,5
83,0,1,50,1
0,2,1,240,1
625,0,2,138,3
105,0,4,7,59
13,7,5,203,128
350,4,13,1791,765
132,3,1,67,8
373,13,11,2955,736
307,2,12,211,63
95,0,1,18,32
170,0,2,4,7
33,0,3,52,27
53,2,5,320,301
76,2,2,4,2
231,7,14,3567,826
83,1,1,41,5
332,5,1,7,3
125,11,7,2302,1847
11,0,2,22,20
202,0,1,8,15
166,2,3,108,8
10,3,1,70,11
112,4,9,34,66
409,2,1,12,60
426,2,4,52,2421
1338,5,2,274,1846
85,0,1,2,13
1171,3,3,96,49
326,0,1,2,12
159,1,2,75,35
167,0,1,4,2
440,0,1,10,3
127,10,2,1067,1626
83,0,5,63,36
533,3,10,598,60
69,0,1,2,23
88,1,1,138,2
195,0,2,6,2
250,2,1,34,4
245,6,1,208,1126
83,0,1,126,5
11,0,5,195,77
204,0,1,3,1
443,2,2,42,1712
79,0,1,134,78
181,1,2,111,73
203,5,7,235,121
89,0,3,53,22
0,5,2,478,123
12,0,4,430,1
103,1,4,37,39
875,0,1,65,2
124,0,4,25,2
33,1,1,14,7
463,0,1,61,1
479,0,4,61,2
12,1,1,174,2
521,3,2,317,149
331,2,6,9574,212
109,0,1,22,6
149,0,1,18,2
419,7,2,86,1351
324,0,1,32,3
84,0,1,189,3
249,0,1,86,5
0,0,1,10,1
278,2,1,213,1
0,1,1,704,1
83,1,1,84,14
18,0,1,99,3
786,4,2,56,20
53,2,1,34,8
20,2,2,2,1
93,0,2,357,1
123,7,9,396,149
11,0,1,319,1
189,0,3,90,1
93,0,1,200,3
93,0,12,3045,19
93,0,1,560,2
0,0,1,1411,3
173,3,11,2141,14
0,2,10,1573,22
93,0,1,126,3
801,0,1,53,5
12,9,1,162,19
19,1,1,8,1
31,2,2,57,22
83,0,1,42,1
45,0,1,77,154
1236,7,4,416,1102
225,0,1,462,34
1220,12,9,145,59
352,0,1,8,4
54,0,1,92,3
0,0,1,44,20
104,3,3,39,84
34,0,1,2,4
126,1,1,35,1
24,0,9,285,193
24,1,2,360,125
799,15,6,203,511
93,0,1,2,1
76,2,1,941,1672
47,1,1,4,4
93,0,2,6,15
271,9,7,72,1534
210,3,6,248,18
237,1,1,158,2
146,2,1,117,4
12,1,1,58,7
116,0,2,11,3
60,1,1,121,15
93,0,3,330,3
93,0,4,304,4
0,0,5,451,6
41,1,1,13,1
19,0,1,9,8
93,0,1,48,12
86,1,2,7,7
14,0,4,201,10
0,0,1,133,2
232,0,1,290,33
646,8,7,154,36
180,0,2,501,3
100,3,9,71,23
485,0,1,706,14
59,2,1,31,20
321,0,1,14,24
200,3,7,1514,160
0,0,1,15,3
110,0,1,114,1
142,0,3,579,1
93,0,2,301,1
216,1,7,190,9
375,0,2,18,1
16,0,8,300,3
1751,3,10,456,85
2142,4,8,598,30
568,0,3,56,6
377,3,2,336,773
93,1,2,18,4
94,1,1,14,27
93,1,5,66,8
707,2,3,3414,13
73,1,1,2,3
339,1,1,4,4
93,0,1,60,1
93,2,15,582,15
95,0,2,65,40
47,0,2,6,11
362,8,2,126,722
10,0,1,215,18
12,0,1,35,3
133,0,2,37,3
0,0,9,957,75
1635,0,1,53,5
12,2,2,6,43
640,1,14,736,31
113,7,12,111,89
275,2,2,21,622
13,4,9,35204,5
620,1,2,506,2
79,1,5,229,26
21,0,1,5,6
21,2,4,20,5
641,9,20,1278,283
53,0,1,187,1
342,1,1,29,2
19,0,1,6,7
221,0,2,894,7
93,9,6,1329,84
356,2,16,57,9
93,0,1,10,1
12,1,2,237,42
38,8,3,341,559
95,0,1,379,10
414,8,2,61,51
400,2,1,319,112
333,0,1,8,1
540,1,1,403,15
587,17,6,351,388
854,8,12,554,193
93,1,4,63,1
396,3,1,55,23
188,0,5,10,3
9,0,1,2,2
241,0,1,190,44
245,0,3,671,1
166,2,2,14,21
60,0,2,158,5
177,1,1,223,2
30,3,1,64,7
189,7,22,493,316
134,0,1,236,13
93,0,12,540,27
87,0,5,290,2
93,0,1,218,4
11,0,1,5,4
302,0,1,114,2
93,0,4,15,17
455,1,1,14,5
97,1,1,128,9
236,8,5,122,33
141,14,4,24,130
107,1,4,106,47
150,1,1,203,8
0,0,1,12,8
81,4,1,1513,73
21,0,3,916,1
14,2,2,47,16
1081,1,20,1173,292
207,0,2,154,29
415,1,2,837,24
380,10,28,435,281
1082,3,1,231,94
52,0,1,119,1
93,0,9,23,27
19,0,5,136,15
617,4,10,478,363
181,0,1,2,10
179,0,1,70,13
958,2,6,186,34
16,0,1,105,9
202,0,1,24,9
469,0,1,109,3
93,1,1,426,172
13,1,2,159,311
93,1,6,675,142
60,0,1,70,1
93,0,3,202,3
115,0,1,4,3
775,6,2,800,272
0,0,3,66,15
52,1,5,139,72
595,0,1,14,1
93,0,2,969,69
93,0,3,140,30
93,0,1,10,23
375,0,1,300,3
379,0,1,236,6
111,6,1,197,121
224,1,3,255,11
301,1,2,12,144
50,0,5,243,1
13,0,14,1028,17
449,1,16,90,134
1404,9,3,34,694
0,0,8,297,6
377,0,1,59,4
358,1,1,40,2
389,1,1,8,1
9,0,1,41,17
189,2,1,2,3
19,0,4,1630,66
14,0,1,8,2
120,6,1,11,89
309,1,1,20,1
215,3,3,77,69
201,0,5,22,48
141,0,1,84,23
348,1,1,2,17
98,12,10,110,146
365,1,6,67,161
51,0,1,83,10
243,0,2,192,9
13,0,1,343,4
108,2,1,32,4
271,13,4,434,217
254,0,1,26,20
11,0,1,274,28
87,0,1,263,20
178,1,7,383,26
243,0,2,88,112
416,1,14,104,42
12,3,1,36,31
506,0,1,22,7
139,0,6,115,3
12,0,1,2,1
84,0,1,117,1
109,0,6,952,12
93,0,8,580,42
446,0,1,25,4
664,4,1,94,31
48,1,8,1360,25
707,0,1,5,2
176,1,5,146,1
145,0,3,70,14
75,1,2,15,13
21,0,7,40,46
24,0,1,55,12
313,12,8,77,324
21,0,1,375,9
143,3,2,108,54
33,0,1,89,9
277,0,1,31,5
583,6,3,228,575
17,0,1,372,27
93,0,1,158,3
236,0,1,98,11
18,0,1,247,7
536,5,4,414,407
874,1,2,131,52
93,1,2,224,25
11,0,1,52,1
47,0,3,88,18
158,0,1,91,9
247,1,2,26,10
415,0,1,1503,4
146,0,1,84,1
435,0,1,4,1
590,4,30,1008,574
93,1,1,6,1
15,1,5,62,44
93,0,1,56,1
96,3,2,151,78
197,1,1,57,4
12,0,1,4,2
93,0,1,69,3
123,1,1,451,23
603,0,3,83,19
510,12,21,420,1547
385,0,6,1253,27
350,0,13,282,51
21,0,1,2,23
77,1,3,119,24
229,0,1,49,3
93,3,4,1055,19
390,3,1,105,16
127,0,5,111,2
106,0,1,176,1
533,1,1,3,27
158,5,13,48,91
192,3,2,93,90
117,0,1,31,1
429,2,1,225,93
349,1,5,515,59
629,1,6,4448,41
973,1,6,176,924
494,3,4,356,26
438,1,4,307,236
410,14,14,100,170
18,1,3,184,41
48,0,1,66,1
707,1,2,193,40
324,3,9,61,39
49,0,1,2,5
2755,2,1,16,3
113,0,4,430,71
93,0,1,8,2
260,3,4,94,124
308,0,2,67,16
124,3,1,3,40
93,10,1,4,1
683,14,6,167,337
234,0,1,455,5
302,1,1,517,71
29,0,1,6,2
245,3,2,4,10
133,3,2,7,20
127,2,2,3,3
93,0,5,531,30
13,0,1,193,18
405,0,2,2,15
998,11,1,445,92
495,0,1,103,17
737,1,1,2,1
305,0,2,213,7
10,0,4,3,3
93,2,3,481,25
292,1,6,15,50
363,2,8,42,75
399,6,11,92,70
504,3,5,91,44
504,6,17,122,194
437,5,9,80,50
477,9,4,297,73
801,1,1,397,1
1188,2,4,276,35
92,1,1,562,7
262,1,1,172,22
1230,0,1,164,4
19,0,1,14,6
213,0,1,387,2
